Requestbody,Encrypted_data
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""293"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZH3I15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve0oxdCWh9cUOyYGlDNq83yv
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""299"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZH3C15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve3GCR38kNSrhfPFqk9QRHkB
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""281"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHzK15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve0o58iJA0T0ANdAPoZ1VxPN
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""293"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZH3I15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve0oxdCWh9cUOyYGlDNq83yv
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""244"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHDP15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve31CB3Z9e//RsB19mtN9aXr
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""242"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHDJ15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve2vTFkABxFqLIzLHECkZ1lx
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""277"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHPM15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve2CCFNMc9oA1blflopwQpaa
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""150"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3HL15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve19ArhgyTesSAiYQjzFjgpr
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""169"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3LC15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve3kzjufWAHsZaRxHKHCjjy0
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""158"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3HD15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve0b8klCcGGfLxkxJaZYSKRM
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""187"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3zM15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve2gz3Uvuw9HNe7rIGTiiNMv
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""217"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHXM15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve02TIq+jU9qmQe1vWPivgzi
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""226"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHbN15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve3JcPhjpS8Z07r1hGR4eJQa
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""106"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3TN15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve3JIEmyuhbmSKW5lgp3niG1
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""259"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHHC15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve1sgK4Zbf5/HI4R/Zx1vU3w
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""182"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3zJ15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve3XqROasI6Y6oQKv1r/01H4
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""111"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3XK15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve2+ZDcYNQTZrD4eo4F1YcwA
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""139"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3fC15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve0KqI6U2d4zD0XuIryZDOvw
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""267"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHLM15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve0KFncbWRxsN4xzZdnIl1Jx
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""283"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHzI15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve2g2/TBrRF42RMqZ2DSJrhE
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""223"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHbI15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve2+Fp7Wrq7GDNAUG1plIxbN
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""238"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHfD15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve192mnPxEHTPNLO+oa0+QJM
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""200"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHTL15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve1BCPQUAl1VfZwSiOjgQeFX
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""122"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3bJ15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve3JZHmNszEmP0c0w2BI1v9x
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""183"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3zI15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve1ytw2+56RehmY/k6msa4Q8
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""117"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3XM15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve3kIHPBx/pMxnKgSaqc8zCa
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""221"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHbK15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve02KqKeAPtK1RR+QrzCUr1E
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""195"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ33O15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve2g7W0wP5ynDh+titH9LLxN
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""208"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHTD15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve0n+AU2uwtmGo2773J9h09w
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""186"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3zN15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve0F0WsL7CWBWQzeDJexMAbr
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""270"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHPL15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve19Ugmx1g5T0xfUUFLKaL/E
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""254"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHHP15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve19FjmO3ymTpPVZBTj1IGEA
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""207"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHTM15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve2+Uq7pp4kGezKZTjBaa8gJ
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""277"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHPM15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve2CCFNMc9oA1blflopwQpaa
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""152"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3HJ15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve31PoQoZ2IgkczyG9pi/6Hi
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""212"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHXJ15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve1BKuwLhs61Rm1UIl3/5Y41
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""182"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3zJ15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve3XqROasI6Y6oQKv1r/01H4
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""254"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHHP15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve19FjmO3ymTpPVZBTj1IGEA
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""203"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHTI15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve1sKtZ4+yIfyLpN/f0UiJ8a
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""264"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHLP15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve0nNFV3oGMmgqosEMw8Xiw8
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""140"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3DL15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve31HJw34/HAqj20sW99W86A
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""186"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3zN15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve0F0WsL7CWBWQzeDJexMAbr
